"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","notes"
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550867","SD22D144-4","","plot","1551268","2025_AYT_Aurora-PLOT1011","1","1","1011","10","11","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1551041","SD22D178-6","","plot","1551102","2025_AYT_Aurora-PLOT1012","1","1","1012","10","12","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550885","SD23SB005-7","","plot","1551221","2025_AYT_Aurora-PLOT1013","1","1","1013","11","12","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550740","SD23SB006-14","","plot","1551243","2025_AYT_Aurora-PLOT1014","1","1","1014","11","11","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550116","SD23SB007-2","","plot","1551153","2025_AYT_Aurora-PLOT1015","1","1","1015","11","10","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550408","SD23SB007-7","","plot","1551283","2025_AYT_Aurora-PLOT1016","1","1","1016","11","9","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550677","SD23SB007-17","","plot","1551230","2025_AYT_Aurora-PLOT1017","1","1","1017","11","8","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550025","SD23SB011-14","","plot","1551049","2025_AYT_Aurora-PLOT1018","1","1","1018","11","7","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550833","SD23SB013-14","","plot","1551225","2025_AYT_Aurora-PLOT1019","1","1","1019","11","6","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550205","SD23SB014-17","","plot","1551205","2025_AYT_Aurora-PLOT1020","1","1","1020","11","5","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550572","SD23SB015-11","","plot","1551133","2025_AYT_Aurora-PLOT1021","1","1","1021","11","4","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550707","SD23SB015-17","","plot","1551223","2025_AYT_Aurora-PLOT1022","1","1","1022","11","3","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550889","SD23SB017-1","","plot","1551105","2025_AYT_Aurora-PLOT1023","1","1","1023","11","2","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550760","SD23SB017-8","","plot","1551122","2025_AYT_Aurora-PLOT1024","1","1","1024","11","1","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1551015","SD23SB017-15","","plot","1551278","2025_AYT_Aurora-PLOT1025","1","1","1025","12","1","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550625","SD23SB018-7","","plot","1551144","2025_AYT_Aurora-PLOT1026","1","1","1026","12","2","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1551023","SD23SB019-9","","plot","1551094","2025_AYT_Aurora-PLOT1027","1","1","1027","12","3","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1551018","SD23SB025-9","","plot","1551172","2025_AYT_Aurora-PLOT1028","1","1","1028","12","4","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550780","SD23SB026-7","","plot","1551179","2025_AYT_Aurora-PLOT1029","1","1","1029","12","5","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550634","SD23SB026-15","","plot","1551171","2025_AYT_Aurora-PLOT1030","1","1","1030","12","6","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550072","SD23SB027-4","","plot","1551162","2025_AYT_Aurora-PLOT1031","1","1","1031","12","7","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550230","SD23SB027-10","","plot","1551180","2025_AYT_Aurora-PLOT1032","1","1","1032","12","8","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550742","SD23SB028-6","","plot","1551062","2025_AYT_Aurora-PLOT1033","1","1","1033","12","9","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550858","SD23SB035-15","","plot","1551152","2025_AYT_Aurora-PLOT1034","1","1","1034","12","10","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550591","SD23SB038-6","","plot","1551244","2025_AYT_Aurora-PLOT1035","1","1","1035","12","11","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550316","SD23SB038-12","","plot","1551120","2025_AYT_Aurora-PLOT1036","1","1","1036","12","12","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550047","SD23SB038-15","","plot","1551061","2025_AYT_Aurora-PLOT1037","1","1","1037","13","12","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550506","SD23SB039-14","","plot","1551206","2025_AYT_Aurora-PLOT1038","1","1","1038","13","11","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550377","SD23SB039-15","","plot","1551181","2025_AYT_Aurora-PLOT1039","1","1","1039","13","10","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550856","SD23SB040-12","","plot","1551169","2025_AYT_Aurora-PLOT1040","1","1","1040","13","9","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550570","SD23SB041-4","","plot","1551164","2025_AYT_Aurora-PLOT1041","1","1","1041","13","8","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550122","SD23SB041-16","","plot","1551182","2025_AYT_Aurora-PLOT1042","1","1","1042","13","7","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550745","SD23SB042-10","","plot","1551059","2025_AYT_Aurora-PLOT1043","1","1","1043","13","6","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550120","SD23SB042-16","","plot","1551146","2025_AYT_Aurora-PLOT1044","1","1","1044","13","5","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550504","SD23SB045-5","","plot","1551250","2025_AYT_Aurora-PLOT1045","1","1","1045","13","4","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550959","SD23SB045-10","","plot","1551123","2025_AYT_Aurora-PLOT1046","1","1","1046","13","3","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550636","SD23SB045-14","","plot","1551063","2025_AYT_Aurora-PLOT1047","1","1","1047","13","2","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550912","SD23SB046-9","","plot","1551201","2025_AYT_Aurora-PLOT1048","1","1","1048","13","1","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550840","SD23SB050-18","","plot","1551178","2025_AYT_Aurora-PLOT1049","1","1","1049","14","1","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550911","SD23SB052-3","","plot","1551166","2025_AYT_Aurora-PLOT1050","1","1","1050","14","2","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550080","SD23SB053-4","","plot","1551160","2025_AYT_Aurora-PLOT1051","1","1","1051","14","3","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550672","SD23SB053-16","","plot","1551177","2025_AYT_Aurora-PLOT1052","1","1","1052","14","4","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1537396","SD23SB053-24","","plot","1551054","2025_AYT_Aurora-PLOT1053","1","1","1053","14","5","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550193","SD23SB053-28","","plot","1551141","2025_AYT_Aurora-PLOT1054","1","1","1054","14","6","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550698","SD23SB056-14","","plot","1551240","2025_AYT_Aurora-PLOT1055","1","1","1055","14","7","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1537407","SD23SB056-20","","plot","1551109","2025_AYT_Aurora-PLOT1056","1","1","1056","14","8","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550446","SD23SB059-22","","plot","1551056","2025_AYT_Aurora-PLOT1057","1","1","1057","14","9","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550759","SD23SB060-11","","plot","1551186","2025_AYT_Aurora-PLOT1058","1","1","1058","14","10","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550904","SD23SB061-11","","plot","1551188","2025_AYT_Aurora-PLOT1059","1","1","1059","14","11","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550662","SD23SB067-24","","plot","1551214","2025_AYT_Aurora-PLOT1060","1","1","1060","14","12","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550651","SD23SB069-3","","plot","1551106","2025_AYT_Aurora-PLOT1061","1","1","1061","15","12","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550285","SD23SB069-13","","plot","1551189","2025_AYT_Aurora-PLOT1062","1","1","1062","15","11","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550159","SD23SB072-1","","plot","1551072","2025_AYT_Aurora-PLOT1063","1","1","1063","15","10","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550479","SD23SB072-2","","plot","1551129","2025_AYT_Aurora-PLOT1064","1","1","1064","15","9","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550530","SD23SB072-3","","plot","1551286","2025_AYT_Aurora-PLOT1065","1","1","1065","15","8","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550277","SD23SB072-8","","plot","1551157","2025_AYT_Aurora-PLOT1066","1","1","1066","15","7","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550121","SD23SB072-20","","plot","1551069","2025_AYT_Aurora-PLOT1067","1","1","1067","15","6","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550598","SD23SB073-28","","plot","1551176","2025_AYT_Aurora-PLOT1068","1","1","1068","15","5","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550105","SD23SB075-12","","plot","1551089","2025_AYT_Aurora-PLOT1069","1","1","1069","15","4","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550752","SD23B101-12","","plot","1551065","2025_AYT_Aurora-PLOT1070","1","1","1070","15","3","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550950","SD23B101-2","","plot","1551258","2025_AYT_Aurora-PLOT1071","1","1","1071","15","2","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550017","SD23B101-8","","plot","1551088","2025_AYT_Aurora-PLOT1072","1","1","1072","15","1","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550320","SD23B103-3","","plot","1551207","2025_AYT_Aurora-PLOT1073","1","1","1073","16","1","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550445","SD23B104-5","","plot","1551237","2025_AYT_Aurora-PLOT1074","1","1","1074","16","2","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550943","SD23B106-2","","plot","1551143","2025_AYT_Aurora-PLOT1075","1","1","1075","16","3","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550546","SD23B107-5","","plot","1551276","2025_AYT_Aurora-PLOT1076","1","1","1076","16","4","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550737","SD23B111-3","","plot","1551217","2025_AYT_Aurora-PLOT1077","1","1","1077","16","5","test","","","","","","","","","","","","","",""
"2025","351","South Dakota State University- Winter Wheat","Sunish Sehgal","10673","2025_AYT_Aurora","2025 AYT Yield Trial @ Aurora","RCBD","","","","","","2024-September-13","2025-July-30","280","Aurora, SD","1550502","SD23B115-5","","plot","1551045","2025_AYT_Aurora-PLOT1078","1","1","1078","16","6","test","","","","","","","","","","","","","",""
